,Date,Team Name,Opponent,Result,G,Goals,Assists,Points,Shots,SOG,Man-Up G,Man-Down G,GB,TO,CT,FO Won,FOs Taken,Pen,Pen Time,G Min,Goals Allowed,Saves,W,L,T,RC,YC,Clears,Att,Clear Pct,OTG,Opp_G,Opp_Goals,Opp_Assists,Opp_Points,Opp_Shots,Opp_SOG,Opp_Man-Up G,Opp_Man-Down G,Opp_GB,Opp_TO,Opp_CT,Opp_FO Won,Opp_FOs Taken,Opp_Pen,Opp_Pen Time,Opp_G Min,Opp_Goals Allowed,Opp_Saves,Opp_W,Opp_L,Opp_T,Opp_RC,Opp_YC,Opp_Clears,Opp_Att,Opp_Clear Pct,Opp_OTG,Year
141,02/24/2019,Cleveland St.,@ Denver,8-16,1,8,4,12,29,20,,,38,26,7,19,28,4,240,60:00,16,10,,,,,,13,19,0.684,,1,16,9,25,41,26,1,,42,11,16/,9,28,2,120,60:00,8,12,,,,,,20,25,0.800,,2019
142,03/02/2019,Cleveland St.,@ Mercer,12-8,1,12,7,19,49,28,2,,32,17,5,17,24,1,60,60:00,8,6,,,,,,17,18,0.944,,1,8,6,14,29,14,1,,25,15,8,7,24,8,420,60:00,12,16,,,,,,15,20,0.750,,2019
143,03/09/2019,Cleveland St.,@ Marquette,7-5,1,7,6,13,31,20,,,25,20,12,11,16,2,90,60:00,5,10,,,,,,17,20,0.850,,1,5,4,9,27,15,,,18,19,11,5,16,3,120,60:00,7,13,,,,,,16,25,0.640,,2019
144,03/12/2019,Cleveland St.,@ Lafayette,10-9,1,10,9,19,39,17,1,1/,38,22,12,19,23,2,180,60:00,9,8,,,,,,19,22,0.864,,1,9,4,13,28,17,1,,27,17,12,4,23,3,150,60:00,10,7,,,,,,19,27,0.704,,2019
145,03/17/2019,Cleveland St.,"North Carolina
@ Sparks, Md.",9-15,1,9,6,15,32,18,3,,27,23,8,13,28,4,180,60:00,15,15,,,,,,16,18,0.889,,1,15,5,20,48,30,2,,29,14,9,15,28,6,240,60:00,9,9,,,,,,18,22,0.818,,2019
146,03/23/2019,Cleveland St.,Penn St.,11-15,1,11,9,20,46,21,,,30,15,11,14,29,5,210,60:00,15,13,,,,,,14,19,0.737,,1,15,6,21,39,28,2,,34,14,5,15,29,5,240,60:00,11,10,,,,,,17,24,0.708,,2019
147,04/02/2019,Cleveland St.,Canisius,19-10,1,19,13,32,49,26,4,,31,19,12,21,32,6,270,60:00,10,8,,,,,,16,18,0.889,,1,10,4,14,31,18,4/,,23,17,4,11,32,3,240,60:00,19,7,,,,,,13,21,0.619,,2019
148,04/06/2019,Cleveland St.,St. Bonaventure,18-5,1,18,14,32,54,32,1,,42,19,11,21,27,4,150,60:00,5,2,,,,,,18,19,0.947,,1,5,4,9,19,7,,,18,23,5,6,27,2,120,60:00,18,14,,,,,,15,24,0.625,,2019
149,04/13/2019,Cleveland St.,Robert Morris,8-13,1,8,5,13,43,20,1,,30,18,9,13,25,3,90,60:00,13,11,,,,,,19,20,0.950,,1,13,6,19,37,24,1,,28,18,7,12,25,2,120,60:00,8,12,,,,,,19,28,0.679,,2019
150,04/20/2019,Cleveland St.,@ Utah,17-8,1,17,10,27,41,24,1,,31,23,8,19,28,4,240,60:00,8,13,,,,,,12,17,0.706,,1,8,5,13,30,21,,,24,21,8,9,28,3,180,60:00,17,7,,,,,,14,20,0.700,,2019
151,04/24/2019,Cleveland St.,Detroit Mercy,11-9,1,11,7,18,52,32,,,49,20,11,16,24,9,480/,60:00,9,10,,,,,,19,22,0.864,,1,9,5,14,28,19,2,,29,23,5,8,24,9/,510/,60:00,11,21,,,,,,16,26,0.615,,2019
152,02/08/2019,Colgate,@ Syracuse,12-9,1,12,5,17,41,26,1,,31,16,9,12,25,5,210,60:00,9,11,,,,,,18,22,0.818,,1,9,4,13,36,20,3,,25,17,11,13,25,4,120,60:00,12,14,,,,,,15,20,0.750,,2019
153,02/16/2019,Colgate,@ Binghamton,16-10,1,16,8,24,43,31,2,,27,17,5,18,28,2,60,60:00,10,10,,,,,,13,18,0.722,,1,10,8,18,35,20,,,23,17,9,10,28,7,330,60:00,16,15,,,,,,16,18,0.889,,2019
154,02/19/2019,Colgate,@ Maryland,6-11,1,6,3,9,25,15,1,,22,15,8,6,20,3,150,60:00,11,13,,,,,,18,20,0.900,,1,11,9,20,34,24,,,35,18,5,14,20,4,180,60:00,6,9,,,,,,21,22,0.955,,2019
155,03/02/2019,Colgate,Lehigh,8-10,1,8,5,13,32,19,1,,10,14,6,3,20,1,60,60:00,10,16,,,,,,15,19,0.789,,1,10,6,16,37,26,,,31,15,3,17,20,3,150,60:00,8,11,,,,,,16,18,0.889,,2019
156,03/09/2019,Colgate,Boston U.,9-7,1,9,5,14,42,22,,,28,18,7,13,20,5,150,60:00,7,8,,,,,,16,21,0.762,,1,7,7,14,32,15,2,,26,18,7,7,20,2,120,60:00,9,13,,,,,,19,21,0.905,,2019
157,03/16/2019,Colgate,@ Canisius,6-8,1,6,2,8,43,22,1,,34,19,9,7,17,3,120,60:00,8,7,,,,,,15,18,0.833,,1,8,5,13,21,15,,,32,24,5,10,17,1,60,60:00,6,16,,,,,,18,29,0.621,,2019
158,03/19/2019,Colgate,Hobart,6-12,1,6,5,11,31,17,1,,24,19,4,11,21,4,180,60:00,12,10,,,,,,15,20,0.750,,1,12,7,19,41,22,2,,30,11,10,10,21,4,210,60:00,6,11,,,,,,17,18,0.944,,2019
159,03/23/2019,Colgate,@ Army West Point,8-13,1,8,4,12,29,16,3,,32,20,4,14,24,4,240,60:00,13,6,,,,,,8,14,0.571,,1,13,10,23,40,19,2,,33,13,10,10,24,6,270,60:00,8,8,,,,,,18,23,0.783,,2019
160,03/30/2019,Colgate,@ Loyola Maryland,7-21,1,7,4,11,38,25,2,,33,13,8,17,31,2,180,60:00,21/,9,,,,,,10,12,0.833,,1,21/,16/,37/,47,30,2,,29,12,7,14,31,7,270,60:00,7,18,,,,,,18,20,0.900,,2019
161,04/06/2019,Colgate,Navy,11-16,1,11,10,21,50,27,2,,29,16,5,15,30,2,120,60:00,16,7,,,,,,17,22,0.773,,1,16,9,25,33,23,1,,33,18,5,15,30,3,150,60:00,11,16,,,,,,19,24,0.792,,2019
162,04/13/2019,Colgate,@ Holy Cross,5-11,1,5,4,9,24,14,1,,26,17,8,3,20,4,120,60:00,11,10,,,,,,19,22,0.864,,1,11,5,16,44,21,2,,36,24,12,17,20,3,210,60:00,5,9,,,,,,18,23,0.783,,2019
163,04/20/2019,Colgate,Lafayette,16-7,1,16,9,25,36,30,1,,37,16,7,17,26,8,330,60:00,7,13,,,,,,21,23,0.913,,1,7,3,10,37,20,1,,20,18,3,9,26,4,180,60:00,16,14,,,,,,17,20,0.850,,2019
164,04/26/2019,Colgate,@ Bucknell,8-10,1,8,6,14,39,22,,,26,14,10,9,22,4,210,60:00,10,13,,,,,,14,19,0.737,,1,10,7,17,42,23,1,,33,21,8,13,22,4,180,60:00,8,14,,,,,,18,20,0.900,,2019
165,02/22/2019,Cornell,@ Hobart,19-16,1,19,11,30,51,28,1,,41,23,12,17,39,3,150,60:00,16,11,,,,,,19,23,0.826,,1,16,7,23,46,27,,,37,22,11,22,39/,3,120,60:00,19,9,,,,,,15,24,0.625,,2019
166,02/24/2019,Cornell,Lehigh,14-9,1,14,7,21,33,23,1,,25,18,12,9,27,7,330,60:00,9,14,,,,,,22,23,0.957,,1,9,4,13,36,23,1,,31,19,8,18,27,4,180,60:00,14,9,,,,,,19,20,0.950,,2019
167,03/02/2019,Cornell,UAlbany,17-16,1,17,12,29,37,27,,,29,13,6,12,37,6,300,60:00,16,7,,,,,,10,14,0.714,,1,16,12,28,44,23,3/,,42/,20,6,25/,37,,,60:00,17,10,,,,,,10,11,0.909,,2019
168,03/08/2019,Cornell,"Penn St.
@ Matthews, N.C.",13-19,1,13,7,20,31,21,3,,28,16,19/,11,36,4,210,60:00,19,13,,,,,,10,14,0.714,,1,19,12,31,37,32,2,,45,20,9,25,36,4,240,60:00,13,8,,,,,,15,21,0.714,,2019
169,03/10/2019,Cornell,"Towson
@ Matthews, N.C.",18-11,1,18,10,28,32,26,,,33,14,14,6,32,12/,540/,60:00,11,10,,,,,,24,26,0.923,,1,11,7,18,44,21,3,,46,23,6,26,32,3,150,60:00,18,8,,,,,,9,16,0.563,,2019
170,03/16/2019,Cornell,@ Yale,11-16,1,11,7,18,33,20,4,,34,15,9,6,30,4,180,60:00,16,15,,,,,,19,23,0.826,,1,16,8,24,46,31,,1/,39,17,10,24,30,6,300,60:00,11,12,,,,,,18,20,0.900,,2019
171,03/19/2019,Cornell,St. Bonaventure,18-3,1,18,14,32,45,33,,,45,17,9,20,25,4,180,60:00,3,11,,,,,,11,12,0.917,,1,3,2,5,19,14,2,,16,15,9,5,25,1,30,60:00,18,15,,,,,,13,17,0.765,,2019
172,03/23/2019,Cornell,Penn,15-16,1,15,7,22,29,22,2,,41,21,10,13,33,5,270,60:00,16,15,,,,,,17,20,0.850,,1,16,10,26,46,31,4,,28,20,7,20,33,3,150,60:00,15,7,,,,,,13,20,0.650,,2019
173,03/30/2019,Cornell,Dartmouth,15-5,1,15,10,25,48,32,2,,39,19,9,16,24,4,180,60:00,5,12,,,,,,16,23,0.696,,1,5,3,8,30,17,,,29,28,8,8,24,8,390,60:00,15,17,,,,,,17,27,0.630,,2019
174,04/06/2019,Cornell,@ Harvard,19-11,1,19,15,34,48,32,1,1/,30,16,16,12,33,5,210,60:00,11,15,,,,,,22,26,0.846,,1,11,7,18,42,26,1,,45,17,10,21,33,3,120,60:00,19,13,,,,,,15,19,0.789,,2019
175,04/09/2019,Cornell,@ Syracuse,8-13,1,8,7,15,31,18,,,24,12,8,8,25,4,180,60:00,13,17,,,,,,16,17,0.941,,1,13,4,17,49,30,1,,40,11,7,17,25,1,30,60:00,8,10,,,,,,23,25,0.920,,2019
176,04/14/2019,Cornell,@ Notre Dame,11-9,1,11,4,15,34,23,,,19,14,8,3,23,6,270,60:00,9,17,,,,,,17,21,0.810,,1,9,5,14,49,26,2,,36,18,6,20,23,1,60,60:00,11,12,,,,,,10,13,0.769,,2019
177,04/20/2019,Cornell,@ Brown,12-9,1,12,7,19,36,22,,,25,18,4,12,24,2,90,60:00,9,12,,,,,,13,16,0.813,,1,9,8,17,49,21,1,,30,22,5,12,24,1,60,60:00,12,10,,,,,,16,21,0.762,,2019
178,04/27/2019,Cornell,Princeton,14-13,1,14,12,26,56,29,3,,46,14,8,19,29,2,90,60:00,13,12,,,,,,18,18,1.000/,,1,13,3,16,39,25,,,28,15,8,10,29,7,300,60:00,14,15,,,,,,18,22,0.818,,2019
179,05/03/2019,Cornell,@ Yale,10-15,1,10,4,14,38,22,1,,28,8,4,7,28,4,210,60:00,15,17,,,,,,15,16,0.938,,1,15,7,22,46,32,2,,22,13,3,21,28,7,330,60:00,10,12,,,,,,11,16,0.688,,2019
180,02/16/2019,Dartmouth,@ Boston U.,8-15,1,8,6,14,26,12,1,,39,24,10,10,26,4,150,60:00,15,11,,,,,,11,16,0.688,,1,15,10,25,46,26,2,,38,18,10,16,26,3,180,60:00,8,4,,,,,,15,16,0.938,,2019
181,02/23/2019,Dartmouth,@ Bryant,5-6,1,5,3,8,31,19,,,27,19,8,7,15,4,150,60:00,6,15,,,,,,16,23,0.696,,1,6,3,9,38,21,,,32,16,8,8,15,3,150,60:00,5,14,,,,,,15,20,0.750,,2019
182,03/02/2019,Dartmouth,@ Wagner,11-4,1,11,4,15,39,21,,,38,21,14,8,18,4,180,60:00,4,13,,,,,,22,24,0.917,,1,4,2,6,28,17,1,,34,24,16,10,18,2,90,60:00,11,10,,,,,,14,27,0.519,,2019
183,03/05/2019,Dartmouth,UMass Lowell,8-13,1,8,5,13,35,17,,,26,22,8,7,25,5,330,60:00,13,11,,,,,,16,21,0.762,,1,13,7,20,42,24,1,,41,21,13,18,25,1,60,60:00,8,9,,,,,,16,20,0.800,,2019
184,03/16/2019,Dartmouth,Binghamton,11-7,1,11,9,20,37,20,1,,35,27,10,13,21,7,360,60:00,7,15,,,,,,17,24,0.708,,1,7,5,12,44,22,1,,30,21,14,8,21,3,150,60:00,11,9,,,,,,14,20,0.700,,2019
185,03/19/2019,Dartmouth,@ St. John's (NY),8-15,1,8,2,10,38,27,,,26,15,10,8,26,5,240,60:00,15,4,,,,,,14,16,0.875,,1,15,13,28,31,19,4/,,33,17,8,18,26,3,150,60:00,8,19,,,,,,17,20,0.850,,2019
186,03/23/2019,Dartmouth,Harvard,9-12,1,9,6,15,30,24,1,,29,15,14,2,22,2,120,60:00,12,17,,,,,,18,25,0.720,,1,12,6,18,41,29,,,35,23,5,20,22,2,90,60:00,9,15,,,,,,17,23,0.739,,2019
187,03/30/2019,Dartmouth,@ Cornell,5-15,1,5,3,8,30,17,,,29,28,8,8,24,8,390,60:00,15,17,,,,,,17,27,0.630,,1,15,10,25,48,32,2,,39,19,9,16,24,4,180,60:00,5,12,,,,,,16,23,0.696,,2019
188,04/06/2019,Dartmouth,@ Yale,8-20,1,8,3,11,29,14,2,,24,9,9,2,30,7,270,60:00,20,24/,,,,,,20,23,0.870,,1,20,10,30,82/,44/,4,,43,13,6,28,30,4,180,60:00,8,6,,,,,,15,18,0.833,,2019
189,04/09/2019,Dartmouth,Hartford,11-12,1,11,5,16,32,16,3,,27,22,12,9,27,5,210,60:00,12,9,,,,,,15,23,0.652,,1,12,8,20,33,21,3/,,33,22,8,18,27,5,240,60:00,11,5,,,,,,18,22,0.818,,2019
190,04/13/2019,Dartmouth,Princeton,4-13,1,4,1,5,40,21,,,34,19,6,12,21,4,180,60:00,13,18,,,,,,19,22,0.864,,1,13,7,20,52,31,,,28,16,8,9,21,1,60,60:00,4,17,,,,,,20,22,0.909,,2019
191,04/20/2019,Dartmouth,@ Penn,6-22,1,6,4,10,27,17,,,18,15,6,5,31,5,300,60:00,22,19,,,,,,18,22,0.818,,1,22,17,39,64,41,3,,40,14,5,26,31,3,120,60:00,6,11,,,,,,15,17,0.882,,2019
192,04/27/2019,Dartmouth,Brown,7-11,1,7,4,11,31,14,2,,26,13,13,2,22,4,210,60:00,11,13,,,,,,19,23,0.826,,1,11,7,18,36,24,1,,46,26,7,20,22,6,270,60:00,7,7,,,,,,19,27,0.704,,2019
193,02/09/2019,Delaware,@ Mount St. Mary's,11-8,1,11,7,18,43,23,3,,28,22,7,14,22,3,150,60:00,8,13,,,,,,16,21,0.762,,1,8,1,9,37,21,,,32,18,14,8,22,8/,420,60:00,11,12,,,,,,12,21,0.571,,2019
194,02/16/2019,Delaware,@ NJIT,12-4,1,12,5,17,55,34,,,32,15,14,14,19,,,60:00,4,17,,,,,,21,24,0.875,,1,4,,4,31,21,,,16,17,8,5,19,2,90,60:00,12,22/,,,,,,22,26,0.846,,2019
195,02/23/2019,Delaware,Monmouth,8-4,1,8,1,9,35,24,,,26,11,13,4,16,4,150,60:00,4,13,,,,,,22,22,1.000/,,1,4,1,5,34,17,,,22,19,5,12,16,3,150,60:00,8,16,,,,,,16,19,0.842,,2019
196,02/26/2019,Delaware,Saint Joseph's,14-6,1,14,11,25,49,27,1,,41,16,10,11,23,4,360,60:00,6,13,,,,,,24,27,0.889,,1,6,3,9,31,19,1,,24,20,6,12,23,3,180,60:00,14,13,,,,,,16,20,0.800,,2019
197,03/02/2019,Delaware,@ Villanova,9-17,1,9,3,12,30,16,,,16,13,4,3,30,6,420,60:00,17,15,,,,,,18,19,0.947,,1,17,12,29,52,32,3,,39,16,6,27/,30,2,120,60:00,9,7,,,,,,19,22,0.864,,2019
198,03/06/2019,Delaware,Mercer,10-9,1,10,4,14,60/,26,2,,33,18,10,13,22,3,150,60:00,9,17,,,,,,15,19,0.789,,1,9,3,12,37,26,1,,24,18,7,9,22,7,330,60:00,10,16,,,,,,20,21,0.952,,2019
199,03/09/2019,Delaware,Binghamton,10-6,1,10,5,15,41,24,1,,27,24,8,14,20,3,90,60:00,6,13,,,,,,19,21,0.905,,1,6,3,9,29,19,1,,21,21,15,6,20,2,90,60:00,10,14,,,,,,21,27,0.778,,2019
200,03/16/2019,Delaware,@ Johns Hopkins,10-12,1,10,6,16,33,21,1,1/,27,11,7,6,26,3,180,60:00,12,15,,,,,,20,24,0.833,,1,12,8,20,46,27,1,,32,14,9,20,26,3,150,60:00,10,11,,,,,,20,20,1.000/,,2019
201,03/23/2019,Delaware,@ Michigan,16-13,1,16,6,22,37,25,1,,34,21,10,18,32,2,120,60:00,13,11,,,,,,17,21,0.810,,1,13,7,20,40,24,1,,38,19,13,14,32,3,150,60:00,16,9,,,,,,19,21,0.905,,2019
202,03/30/2019,Delaware,@ Fairfield,15-7,1,15,10,25,50,29,1,,43,13,6,12,25,,,60:00,7,11,,,,,,20,22,0.909,,1,7,5,12,33,18,,,20,13,5,13,25,1,30,60:00,15,14,,,,,,15,17,0.882,,2019
203,04/06/2019,Delaware,@ Drexel,15-13,1,15,10,25,37,22,1,,28,17,10,11,31,8,390,60:00,13,12,,,,,,23,28/,0.821,,1,13,9,22,41,25,5,,37,17,7,20,31,3,120,60:00,15,7,,,,,,16,17,0.941,,2019
204,04/13/2019,Delaware,Hofstra,13-7,1,13,10,23,32,23,3,,31,18,8,3,23,5,240,60:00,7,18,,,,,,24,26,0.923,,1,7,1,8,39,25,1,,35,20,7,20,23,7,360,60:00,13,10,,,,,,18,19,0.947,,2019
205,04/20/2019,Delaware,Towson,12-14,1,12,4,16,39,22,,,26,9,8,9,28,4,210,60:00,14,8,,,,,,27/,27,1.000/,,1,14,7,21,35,22,4,,36,17,6,19,28,6,240,60:00,12,10,,,,,,22,24,0.917,,2019
206,04/26/2019,Delaware,@ Massachusetts,9-11,1,9,6,15,40,25,,,24,11,10,6,24,2,120,60:00,11,13,,,,,,16,20,0.800,,1,11,8,19,41,24,2,,25,16,5,18,24,3,120,60:00,9,16,,,,,,11,12,0.917,,2019
207,05/02/2019,Delaware,"Towson
@ Amherst, MA",11-18,1,11,7,18,33,20,3,,17,10,5,4,32,7,330,60:00,18,16,,,,,,18,18,1.000/,,1,18,8,26,57,34,4,,44,16,6,28/,32,9,480,60:00,11,9,,,,,,13,13,1.000/,,2019
208,02/09/2019,Denver,Air Force,11-4,1,11,8,19,49,28,,,31,15,7,15,19,3,180,60:00,4,10,,,,,,17,23,0.739,,1,4,3,7,25,14,,,22,16,8,4,19,6,300,60:00,11,17,,,,,,19,24,0.792,,2019
209,02/16/2019,Denver,@ Duke,9-10,1,9,3,12,34,18,,,23,16,11,12,23,1,60,60:00,10,2,,,,,,14,16,0.875,,1,10,5,15,20,12,,,31,22,8,11,23,2,90,60:00,9,9,,,,,,15,21,0.714,,2019
210,02/23/2019,Denver,Utah,15-6,1,15,11,26,43,27,1,,42,20,10,21,25,4,180,60:00,6,11,,,,,,16,21,0.762,,1,6,5,11,29,17,2,,28,20,10,4,25,5,210,60:00,15,12,,,,,,16,21,0.762,,2019
211,02/24/2019,Denver,Cleveland St.,16-8,1,16,9,25,41,26,1,,42,11,16/,9,28,2,120,60:00,8,12,,,,,,20,25,0.800,,1,8,4,12,29,20,,,38,26,7,19,28,4,240,60:00,16,10,,,,,,13,19,0.684,,2019
212,03/02/2019,Denver,@ North Carolina,12-10,1,12,8,20,37,19,1,,34,18,8,9,26,5,150,59:32,10,11,,,,,,14,22,0.636,,1,10,5,15,45,21,2,1/,38,17,8,17,26,5,210,59:32,12,7,,,,,,11,15,0.733,,2019
213,03/09/2019,Denver,"Notre Dame
@ Costa Mesa, Calif.",7-10,1,7,6,13,37,17,3,,26,15,11,9,17,10/,480/,60:00,10,5,,,,,,14,17,0.824,,1,10,7,17,36,15,2,,18,19,6,8,17,7,330,60:00,7,10,,,,,,14,18,0.778,,2019
214,03/23/2019,Denver,@ Towson,7-6,1,7,1,8,42,18,,,29,17,13,5,17,1,30,60:00,6,9,,,,,,23,25,0.920,,1,6,2,8,24,15,,,26,20,9,12,17,,,60:00,7,11,,,,,,15,22,0.682,,2019
215,03/26/2019,Denver,@ Princeton,13-14,1,13,5,18,46,27,1,,43,16,2,20,31,4,180,60:00,14,11,,,,,,12,16,0.750,,1,14,7,21,41,25,2,,38,11,10,11,31,1,60,60:00,13,14,,,,,,14,16,0.875,,2019
216,03/30/2019,Denver,Georgetown,16-9,1,16,11,27,49,32,1,,34,8,6,18,29,1,60,60:00,9,12,,,,,,16,18,0.889,,1,9,5,14,35,21,,,27,12,4,11,29,3,150,60:00,16,16,,,,,,13,18,0.722,,2019
217,04/06/2019,Denver,Villanova,11-12,1,11,6,17,41,30,,,38,17,8,20,27,1,30,60:00,12,5,,,,,,14,17,0.824,,1,12,7,19,28,17,,,27,20,8,7,27,3,120,60:00,11,19,,,,,,17,24,0.708,,2019
218,04/13/2019,Denver,@ St. John's (NY),15-12,1,15,9,24,53,28,1,,30,14,9,23,31,3,180,60:00,12,11,,,,,,17,19,0.895,,1,12,7,19,34,23,2,,18,11,4,8,31,4,150,60:00,15,13,,,,,,17,19,0.895,,2019
219,04/20/2019,Denver,Providence,14-8,1,14,7,21,50,32,,,32,7,10,15,24,1,60,60:00,8,6,,,,,,16,16,1.000/,,1,8,5,13,23,14,1,,25,19,3,9,24,2,90,60:00,14,18,,,,,,16,24,0.667,,2019
220,04/26/2019,Denver,@ Marquette,9-8,1,9,1,10,37,20,,,25,17,7,14,20,6,330,59:41,8,10,,,,,,15,17,0.882,,1,8,6,14,38,18,1,,30,15,9,6,20,4,210,59:41,9,11,,,,,,15,21,0.714,,2019
221,05/02/2019,Denver,Villanova,17-11,1,17,10,27,36,23,,,29,17,13,16,32,1,30,60:00,11,6,,,,,,17,20,0.850,,1,11,6,17,31,17,1,,34,20,9,16,32,1,30,60:00,17,6,,,,,,12,16,0.750,,2019
222,05/04/2019,Denver,Georgetown,9-12,1,9,8,17,45,24,1,,39,12,16/,13,25,,,60:00,12,5,,,,,,16,20,0.800,,1,12,7,19,25,17,,,29,19,8,12,25,3,150,60:00,9,15,,,,,,18,24,0.750,,2019
223,02/02/2019,Detroit Mercy,"Jacksonville
@ Washington Twp, MI",9-8,1,9,5,14,39,27,3,,34,22,8,15,21,6,420,60:00,8,15,,,,,,16,22,0.727,,1,8,6,14,48,23,3,,29,19,12,6,21,7,420,60:00,9,18,,,,,,22,24,0.917,,2019
224,02/16/2019,Detroit Mercy,@ Notre Dame,6-19,1,6,3,9,21,11,1,,14,27,4,11,27,3,150,60:00,19,7,,,,,,15,18,0.833,,1,19,8,27,36,26,2,,34,20,15,16,27,2,90,60:00,6,5,,,,,,24,25,0.960,,2019
225,02/23/2019,Detroit Mercy,@ Marquette,15-12,1,15,6,21,38,22,1,,32,17,6,19,30,3,120,60:00,12,11,,,,,,18,21,0.857,,1,12,8,20,51,23,1,,27,14,10,11,30,5,180,60:00,15,7,,,,,,18,21,0.857,,2019
226,03/02/2019,Detroit Mercy,@ Bellarmine,15-14,1,15,9,24,51,35,,,45,16,9,27/,33,,,60:00,14,9,,,,,,20,23,0.870,,1,14,9,23,34,23,,,21,20,7,6,33,1,30,60:00,15,20,,,,,,27,32/,0.844,,2019
227,03/06/2019,Detroit Mercy,@ Air Force,9-19,1,9,7,16,28,16,3,,24,21,7,13,31,2,120,60:00,19,10,,,,,,11,16,0.688,,1,19,13,32,49,29,2,,39,22,8,18,31,7,390,60:00,9,7,,,,,,16,19,0.842,,2019
228,03/09/2019,Detroit Mercy,@ St. Bonaventure,16-8,1,16,6,22,56,31,3,1/,50,20,12,22,25,9/,360,60:00,8,11,,,,,,23,25,0.920,,1,8,4,12,32,19,3,,25,22,9,3,25,5,330,60:00,16,15,,,,,,27/,31/,0.871,,2019
229,03/16/2019,Detroit Mercy,@ Quinnipiac,9-12,1,9,7,16,50,26,2,,26,19,9,10,25,5,180,60:00,12,16,,,,,,22,24,0.917,,1,12,5,17,50,28,1,,33,24,7,15,25,5,240,60:00,9,17,,,,,,22,27,0.815,,2019
230,03/23/2019,Detroit Mercy,Monmouth,6-4,1,6,4,10,29,18,1,,28,26,13,10,13,4,480,60:00,4,15,,,,,,17,21,0.810,,1,4,3,7,31,19,,,33,24,19/,3,13,4,420,60:00,6,12,,,,,,19,25,0.760,,2019
231,03/30/2019,Detroit Mercy,@ Marist,12-11,1,12,9,21,33,19,1,,23,19,5,12,27,7,330,60:00,11,17,,,,,,17,19,0.895,,1,11,8,19,44,28,3,,30,12,9,15,27,3,150,60:00,12,7,,,,,,13,13,1.000/,,2019
232,04/06/2019,Detroit Mercy,Manhattan,10-5,1,10,5,15,39,24,,,37,18,7,13,19,5,240,60:00,5,11,,,,,,18,21,0.857,,1,5,4,9,37,16,2,,27,20,6,6,19,,,60:00,10,14,,,,,,21,23,0.913,,2019
233,04/13/2019,Detroit Mercy,Canisius,8-11,1,8,8,16,31,18,1,,30,21,13,11,22,5,270,60:00,11,7,,,,,,15,19,0.789,,1,11,9,20,34,18,1,,28,19,11,11,22,3,120,60:00,8,10,,,,,,18,21,0.857,,2019
234,04/20/2019,Detroit Mercy,@ Siena,13-10,1,13,8,21,44,27,2,,42,23,5,18,25,3,150,60:00,10,21,,,,,,17,22,0.773,,1,10,8,18,56,31,1,,35,13,14,7,25,3,180,60:00,13,14,,,,,,23,26,0.885,,2019
235,04/24/2019,Detroit Mercy,@ Cleveland St.,9-11,1,9,5,14,28,19,2,,29,23,5,8,24,9/,510/,60:00,11,21,,,,,,16,26,0.615,,1,11,7,18,52,32,,,49,20,11,16,24,9,480/,60:00,9,10,,,,,,19,22,0.864,,2019
236,04/27/2019,Detroit Mercy,@ Utah,10-16,1,10,7,17,32,18,1,,30,24,8,13,28,4,300,60:00,16,12,,,,,,20,23,0.870,,1,16,14,30,40,28,3,,36,20,10,15,28,2,90,60:00,10,8,,,,,,24/,30/,0.800,,2019
237,05/02/2019,Detroit Mercy,"Quinnipiac
@ Poughkeepsie, NY",10-19,1,10,3,13,36,19,1,,38,22,9,21,31,6,420,60:00,19,8,,,,,,12,19,0.632,,1,19,10,29,47,27,1,,38,17,10,10,31,5,240,60:00,10,9,,,,,,21,25,0.840,,2019
238,02/16/2019,Drexel,High Point,14-15 (1),1,14,9,23,50,27,4,1/,48,20,12,21,32,3,150,63:19,15,4,,,,,,18,21,0.857,,1,15,7,22,43,19,1,,30,21,13,11,32,7,270,63:19,14,13,,,,,,24,29,0.828,1/,2019
239,02/19/2019,Drexel,@ Michigan,17-16 (2),1,17,4,21,45,26,2,,34,19,9,16,37,3,180,66:49/,16,7,,,,,,17,19,0.895,1/,1,16,9,25,46,23,1,,47,19,15/,21,37,4,210,66:49/,17,9,,,,,,17,23,0.739,,2019
240,02/23/2019,Drexel,UAlbany,12-13,1,12,4,16,42,26,3,1/,38,20,9,19,27,4,210,59:58,13,14,,,,,,22,24,0.917,,1,13,6,19,44,27,1,1/,29,17,12,8,27,5,240,59:58,12,14,,,,,,23,28,0.821,,2019
241,03/02/2019,Drexel,@ Jacksonville,12-19,1,12,6,18,37,22,3,,29,18,10,14,33,6,300,60:00,19,5,,,,,,13,18,0.722,,1,19,8,27,38,24,2,1/,28,13,15,19,33,9,540,60:00,12,10,,,,,,17,20,0.850,,2019
242,03/08/2019,Drexel,"Saint Joseph's
@ Villanova, Pa.",10-7,1,10,7,17,35,20,3,,30,16,5,11,24,5,240,60:00,7,6,,,,,,14,22,0.636,,1,7,4,11,31,13,1,,27,21,7,13,24,5,240,60:00,10,10,,,,,,17,20,0.850,,2019
243,03/10/2019,Drexel,Villanova,15-10,1,15,6,21,32,23,2,,38,19,12,14,28,3,180,60:00,10,13,,,,,,23,26,0.885,,1,10,3,13,41,23,1,,31,15,13,14,28,7,300,60:00,15,8,,,,,,20,21,0.952,,2019
